test,status,setup_time,solve_time,run_time,obj,phi,iters,,36
lp_e226,QOCO_SOLVED,0.0014347,0.0209352,0.0223699,-18.74481156,1.40E-09,31,,
lp_etamacro,QOCO_SOLVED,0.0041481,0.0778035,0.0819516,-755.2675216,9.55E-09,35,,
lp_fffff800,QOCO_MAX_ITER,0.00542,0.7557986,Inf,554841.3347,5.58E-08,200,,
lp_finnis,QOCO_SOLVED,0.0029119,0.0578136,0.0607255,172814.7258,4.52E-09,45,,
lp_fit1d,QOCO_SOLVED,0.0060432,0.0718223,0.0778655,-9146.37792,2.08E-10,35,,
lp_fit1p,QOCO_SOLVED,0.0097777,0.0476583,0.057436,9146.353165,4.56E-10,25,,
lp_fit2d,QOCO_SOLVED,0.0815975,0.746163,0.8277605,-68464.13955,3.40E-10,42,,
lp_fit2p,QOCO_MAX_ITER,0.1331933,4.4611168,Inf,68461.23174,1.04E-08,200,,
lp_forplan,QOCO_MAX_ITER,0.0046988,0.2732458,Inf,-510.6453319,6.66E-08,200,,
lp_ganges,QOCO_MAX_ITER,0.0046239,0.8602659,Inf,-109563.8654,1.30E-08,200,,
lp_gfrd_pnc,QOCO_SOLVED,0.0035655,0.0385266,0.0420921,6901579.663,5.84E-09,38,,
lp_greenbea,QOCO_MAX_ITER,0.036703,5.3325584,Inf,-72420850.23,2.03E-08,200,,
lp_greenbeb,QOCO_MAX_ITER,0.0306675,5.0876621,Inf,-4300294.2,1.03E-07,200,,
lp_grow15,QOCO_MAX_ITER,0.0020035,0.4369762,Inf,NaN,NaN,200,,
lp_grow22,QOCO_MAX_ITER,0.0038568,0.6822386,Inf,NaN,NaN,200,,
lp_grow7,QOCO_MAX_ITER,0.0011733,0.2321547,Inf,NaN,NaN,200,,
lp_israel,QOCO_SOLVED,0.0016068,0.0198844,0.0214912,-896482.3382,1.18E-09,40,,
lp_kb2,QOCO_SOLVED,0.0002337,0.0061881,0.0064218,-1749.900128,5.44E-09,49,,
lp_lotfi,QOCO_SOLVED,0.001221,0.0096238,0.0108448,-25.26545857,2.48E-09,24,,
lp_maros,QOCO_SOLVED,0.0072088,0.2064465,0.2136553,-58049.13916,8.65E-09,41,,
lp_maros_r7,QOCO_SOLVED,0.1881213,21.1157431,21.3038644,1497222.231,6.25E-09,50,,
lp_modszk1,QOCO_SOLVED,0.004904,0.0274135,0.0323175,12.31633988,5.67E-09,27,,
lp_nesm,QOCO_MAX_ITER,0.0094344,1.5694279,Inf,14085766.98,5.61E-08,200,,
lp_perold,QOCO_MAX_ITER,0.0062862,1.1239604,Inf,-9321.607278,2.95E-08,200,,
lp_pilot,QOCO_MAX_ITER,0.0480378,8.6207439,Inf,-467.5289813,4.45E-07,200,,
lp_pilot4,QOCO_SOLVED,0.002881,0.2238884,0.2267694,-2628.341493,9.97E-09,97,,
lp_pilot87,QOCO_MAX_ITER,0.0558735,36.8637668,Inf,346.1209651,1.22E-06,200,,
lp_pilot_ja,QOCO_MAX_ITER,0.0089425,2.615041,Inf,-6084.538465,5.66E-08,200,,
lp_pilot_we,QOCO_MAX_ITER,0.0084068,1.0293656,Inf,-2720591.149,1.06E-08,200,,
lp_pilotnov,QOCO_MAX_ITER,0.0090313,1.8641905,Inf,-4519.622644,1.81E-07,200,,
lp_qap8,QOCO_SOLVED,0.0065332,1.0542667,1.0607999,203.5000183,4.58E-13,26,,
lp_recipe,QOCO_MAX_ITER,0.0005088,0.0760555,Inf,NaN,NaN,200,,
lp_sc105,QOCO_SOLVED,0.0005162,0.0020652,0.0025814,-52.20205336,1.67E-13,16,,
lp_sc205,QOCO_SOLVED,0.0007109,0.0049348,0.0056457,-52.20204477,2.75E-09,24,,
lp_sc50a,QOCO_SOLVED,0.0002244,0.0011742,0.0013986,-64.57507508,1.04E-15,14,,
lp_sc50b,QOCO_SOLVED,0.0001969,0.0009908,0.0011877,-69.99995845,4.10E-14,12,,
lp_scagr25,QOCO_SOLVED,0.0018649,0.0152474,0.0171123,-14750030.25,3.47E-09,34,,
lp_scagr7,QOCO_SOLVED,0.0005357,0.0038443,0.00438,-2332387.687,8.83E-09,25,,
lp_scfxm1,QOCO_SOLVED,0.0016638,0.0278058,0.0294696,18416.81752,3.71E-09,38,,
lp_scfxm2,QOCO_SOLVED,0.0038936,0.0761899,0.0800835,36663.97657,7.85E-09,48,,
lp_scfxm3,QOCO_SOLVED,0.0066655,0.1140281,0.1206936,54904.32487,9.06E-09,51,,
lp_scorpion,QOCO_SOLVED,0.0010892,0.0092483,0.0103375,1878.124178,4.41E-09,23,,
lp_scrs8,QOCO_SOLVED,0.0027484,0.0508232,0.0535716,904.3174584,7.99E-10,50,,
lp_scsd1,QOCO_SOLVED,0.0019865,0.0116514,0.0136379,8.666698152,5.11E-10,19,,
lp_scsd6,QOCO_SOLVED,0.003034,0.0260697,0.0291037,50.50042438,1.33E-10,23,,
lp_scsd8,QOCO_SOLVED,0.0076751,0.0337842,0.0414593,905.000502,4.75E-13,19,,
lp_sctap1,QOCO_SOLVED,0.0020465,0.0183995,0.020446,1412.250934,1.22E-10,32,,
lp_sctap2,QOCO_SOLVED,0.007089,0.0774346,0.0845236,1724.809792,2.22E-09,31,,
lp_sctap3,QOCO_SOLVED,0.0111047,0.0807402,0.0918449,1424.001615,1.60E-11,24,,
lp_seba,QOCO_SOLVED,0.0041109,0.0308045,0.0349154,15711.61085,1.73E-11,30,,
lp_share1b,QOCO_SOLVED,0.001454,0.013046,0.0145,-76589.27944,6.92E-10,42,,
lp_share2b,QOCO_SOLVED,0.0005479,0.0034513,0.0039992,-415.732169,4.40E-09,19,,
lp_shell,QOCO_MAX_ITER,0.0064565,0.6189679,Inf,1207999952,2.47E-08,200,,
lp_ship04l,QOCO_MAX_ITER,0.0063122,0.6718612,Inf,1793577.287,4.47E-08,200,,
lp_ship04s,QOCO_SOLVED,0.0041024,0.0656769,0.0697793,1798714.005,8.91E-09,27,,
lp_ship08l,QOCO_MAX_ITER,0.0247023,1.4021564,Inf,1909844.528,1.21E-07,200,,
lp_ship08s,QOCO_MAX_ITER,0.0067309,0.7836141,Inf,1920167.05,2.35E-08,200,,
lp_ship12l,QOCO_MAX_ITER,0.0199915,1.5073919,Inf,1470875.54,1.46E-07,200,,
lp_ship12s,QOCO_MAX_ITER,0.008287,0.8675903,Inf,1489333.037,4.01E-08,200,,
lp_sierra,QOCO_MAX_ITER,0.008404,1.1241846,Inf,18703308.38,2.13E-07,200,,
lp_stair,QOCO_SOLVED,0.0020863,0.0435006,0.0455869,-251.2751074,5.19E-09,35,,
lp_standata,QOCO_SOLVED,0.0036746,0.0396062,0.0432808,1258.821761,7.09E-09,40,,
lp_standgub,QOCO_SOLVED,0.0030425,0.0421739,0.0452164,1258.811045,7.17E-09,40,,
lp_standmps,QOCO_SOLVED,0.0035878,0.053646,0.0572338,1406.353949,4.21E-09,51,,
lp_stocfor1,QOCO_SOLVED,0.0005667,0.003218,0.0037847,-41131.97067,6.64E-13,19,,
lp_stocfor2,QOCO_SOLVED,0.011353,0.1126784,0.1240314,-39023.99365,2.64E-10,38,,
lp_stocfor3,QOCO_SOLVED,0.2590033,1.2711097,1.530113,-39975.36115,1.24E-09,60,,
lp_truss,QOCO_SOLVED,0.0364375,0.295265,0.3317025,458815.8604,1.89E-10,31,,
lp_tuff,QOCO_SOLVED,0.0018484,0.0404267,0.0422751,0.293323096,4.38E-09,39,,
lp_vtp_base,QOCO_SOLVED,0.0009978,0.0067494,0.0077472,129831.3096,1.30E-13,22,,
lp_wood1p,QOCO_SOLVED,0.0222901,0.6687045,0.6909946,1.442895648,7.21E-09,66,,
lp_woodw,QOCO_MAX_ITER,0.0495988,2.5374697,Inf,1.309568764,3.20E-08,200,,
