test,status,setup_time,solve_time,run_time,obj,phi,iters,,29
lp_finnis,QOCO_SOLVED,0.0017572,0.0334784,0.0352356,172794.4258,3.56E-09,46,,
lp_fit1d,QOCO_SOLVED,0.0035303,0.0496959,0.0532262,-9146.377915,2.08E-10,35,,
lp_fit1p,QOCO_SOLVED,0.0051292,0.0326825,0.0378117,9146.399489,4.84E-10,29,,
lp_fit2d,QOCO_SOLVED,0.0479878,0.6588884,0.7068762,-68464.13955,3.40E-10,42,,
lp_fit2p,QOCO_SOLVED,0.0907542,0.4377789,0.5285331,68468.14169,3.72E-10,49,,
lp_forplan,QOCO_SOLVED,0.0026367,0.0201797,0.0228164,-627.8576499,2.59E-09,36,,
lp_ganges,QOCO_SOLVED,0.003003,0.0465206,0.0495236,-109585.6997,7.70E-09,32,,
lp_gfrd_pnc,QOCO_SOLVED,0.0013605,0.0226791,0.0240396,6902343.924,6.49E-09,38,,
lp_greenbea,QOCO_MAX_ITER,0.0256986,3.7644057,Inf,NaN,NaN,200,,
lp_greenbeb,QOCO_MAX_ITER,0.0203786,4.548881,Inf,NaN,NaN,200,,
lp_grow15,QOCO_MAX_ITER,0.001968,0.3689179,Inf,NaN,NaN,200,,
lp_grow22,QOCO_MAX_ITER,0.0026247,0.5863687,Inf,NaN,NaN,200,,
lp_grow7,QOCO_MAX_ITER,0.001051,0.199556,Inf,NaN,NaN,200,,
lp_israel,QOCO_SOLVED,0.0011186,0.0166229,0.0177415,-896483.7529,1.17E-09,40,,
lp_kb2,QOCO_MAX_ITER,0.0002046,0.02781,Inf,NaN,NaN,200,,
lp_lotfi,QOCO_SOLVED,0.0009142,0.0075938,0.008508,-25.26446835,3.61E-09,24,,
lp_maros,QOCO_SOLVED,0.0057885,0.1975445,0.203333,-58062.76686,3.57E-10,44,,
lp_maros_r7,QOCO_SOLVED,0.1637033,18.2815433,18.4452466,1497193.588,3.87E-09,52,,
lp_modszk1,QOCO_SOLVED,0.0026788,0.0267524,0.0294312,405.8089917,9.97E-10,31,,
lp_nesm,QOCO_SOLVED,0.0073751,0.1447876,0.1521627,14077046.62,5.67E-09,43,,
lp_perold,QOCO_MAX_ITER,0.0041381,1.0286696,Inf,NaN,NaN,200,,
lp_pilot,QOCO_SOLVED,0.0346862,2.6106664,2.6453526,-526.8229408,7.25E-09,76,,
lp_pilot4,QOCO_MAX_ITER,0.0026705,0.4344523,Inf,NaN,NaN,200,,
lp_pilot87,QOCO_SOLVED,0.0516622,10.640603,10.6922652,313.6876979,8.27E-09,72,,
lp_pilot_ja,QOCO_SOLVED,0.0082538,0.4638965,0.4721503,-6114.374793,6.98E-09,56,,
lp_pilot_we,QOCO_MAX_ITER,0.0119138,1.0053706,Inf,NaN,NaN,200,,
lp_pilotnov,QOCO_SOLVED,0.00888,0.3329201,0.3418001,-4497.210609,6.29E-09,45,,
lp_qap12,QOCO_MAX_ITER,0.0565518,331.0884573,Inf,NaN,NaN,200,,
lp_qap15,QOCO_MAX_ITER,0.2764216,2299.590683,Inf,NaN,NaN,200,,
lp_qap8,QOCO_MAX_ITER,0.0044773,5.8542659,Inf,NaN,NaN,200,,
lp_recipe,QOCO_MAX_ITER,0.000487,0.0564569,Inf,NaN,NaN,200,,
lp_sc105,QOCO_SOLVED,0.0004437,0.0019208,0.0023645,-52.2020534,1.48E-13,16,,
lp_sc205,QOCO_SOLVED,0.0006699,0.004079,0.0047489,-52.20204495,2.75E-09,24,,
lp_sc50a,QOCO_SOLVED,0.0001971,0.0009613,0.0011584,-64.57507504,7.63E-16,14,,
lp_sc50b,QOCO_SOLVED,0.0002041,0.0009045,0.0011086,-69.99995845,4.10E-14,12,,
lp_scagr25,QOCO_SOLVED,0.0014982,0.015748,0.0172462,-14753432.38,3.42E-09,32,,
lp_scagr7,QOCO_SOLVED,0.0004988,0.0034317,0.0039305,-2331389.604,7.83E-09,25,,
lp_scfxm1,QOCO_SOLVED,0.0016483,0.0307689,0.0324172,18416.77678,1.50E-10,37,,
lp_scfxm2,QOCO_SOLVED,0.0024907,0.0523856,0.0548763,36660.57122,4.73E-10,46,,
lp_scfxm3,QOCO_SOLVED,0.0039903,0.0715707,0.075561,54901.9744,1.60E-09,45,,
lp_scorpion,QOCO_MAX_ITER,0.0009322,0.1124987,Inf,NaN,NaN,200,,
lp_scrs8,QOCO_SOLVED,0.0023084,0.0355426,0.037851,904.3139673,9.98E-09,49,,
lp_scsd1,QOCO_SOLVED,0.001589,0.0071563,0.0087453,8.666699861,5.34E-12,19,,
lp_scsd6,QOCO_SOLVED,0.0021385,0.0134951,0.0156336,50.50001444,1.17E-09,23,,
lp_scsd8,QOCO_SOLVED,0.0043058,0.0215268,0.0258326,905.0005606,4.24E-13,19,,
lp_sctap1,QOCO_SOLVED,0.001355,0.0185113,0.0198663,1412.250972,1.29E-10,32,,
lp_sctap2,QOCO_SOLVED,0.0040868,0.046643,0.0507298,1724.809799,2.22E-09,31,,
lp_sctap3,QOCO_SOLVED,0.0062,0.049003,0.055203,1424.001626,1.60E-11,24,,
lp_seba,QOCO_SOLVED,0.0021127,0.0217718,0.0238845,15711.60295,4.93E-11,30,,
lp_share1b,QOCO_MAX_ITER,0.0008549,0.0617033,Inf,NaN,NaN,200,,
lp_share2b,QOCO_MAX_ITER,0.0004917,0.0552457,Inf,NaN,NaN,200,,
lp_shell,QOCO_MAX_ITER,0.0029945,0.3910485,Inf,NaN,NaN,200,,
lp_ship04l,QOCO_SOLVED,0.0050802,0.0426662,0.0477464,1793326.769,1.22E-09,40,,
lp_ship04s,QOCO_SOLVED,0.0219279,0.0271948,0.0491227,1798723.374,1.25E-10,27,,
lp_ship08l,QOCO_SOLVED,0.0130449,0.0706591,0.083704,1909099.814,1.26E-09,31,,
lp_ship08s,QOCO_SOLVED,0.0057063,0.0567392,0.0624455,1920103.454,2.52E-09,39,,
lp_ship12l,QOCO_SOLVED,0.0172776,0.1144109,0.1316885,1470233.154,8.50E-10,43,,
lp_ship12s,QOCO_SOLVED,0.0072575,0.1231552,0.1304127,1489236.436,9.28E-10,31,,
lp_sierra,QOCO_SOLVED,0.0197799,0.0726037,0.0923836,15493979.86,7.15E-09,31,,
lp_stair,QOCO_SOLVED,0.0018865,0.0343169,0.0362034,-251.2664308,5.52E-11,38,,
lp_standata,QOCO_SOLVED,0.0022105,0.0295495,0.03176,1258.598667,7.66E-09,40,,
lp_standgub,QOCO_SOLVED,0.0025657,0.0277353,0.030301,1258.596346,7.69E-09,40,,
lp_standmps,QOCO_SOLVED,0.002061,0.0377312,0.0397922,1406.311729,8.21E-09,51,,
lp_stocfor1,QOCO_SOLVED,0.0004504,0.0024932,0.0029436,-41131.97066,6.64E-13,19,,
lp_stocfor2,QOCO_SOLVED,0.0057571,0.0775214,0.0832785,-39023.99444,2.63E-10,38,,
lp_stocfor3,QOCO_MAX_ITER,0.1607676,5.7804343,Inf,NaN,NaN,200,,
lp_truss,QOCO_SOLVED,0.0292065,0.2399073,0.2691138,458815.8538,3.15E-13,30,,
lp_tuff,QOCO_MAX_ITER,0.0019868,0.3376239,Inf,NaN,NaN,200,,
lp_vtp_base,QOCO_SOLVED,0.0011014,0.0064078,0.0075092,129831.6554,5.72E-11,21,,
lp_wood1p,QOCO_MAX_ITER,0.0201703,2.5863263,Inf,NaN,NaN,200,,
lp_woodw,QOCO_SOLVED,0.0392766,0.6183359,0.6576125,1.304688155,5.59E-09,80,,
