test,status,setup_time,solve_time,run_time,obj,phi,iters,,15
DUALC2,QOCO_SOLVED,0.0002149,0.002222,0.0024369,3551.307711,3.21E-16,11,,
DUALC5,QOCO_SOLVED,0.0001909,0.0015644,0.0017553,427.2323926,2.07E-13,6,,
DUALC8,QOCO_SOLVED,0.0002714,0.0018028,0.0020742,18309.36389,1.99E-10,6,,
GENHS28,QOCO_SOLVED,2.50E-05,6.87E-05,9.37E-05,0.927173694,0,1,,
GOULDQP2,QOCO_SOLVED,0.0011519,0.0177194,0.0188713,0.000184539,3.00E-09,24,,
GOULDQP3,QOCO_SOLVED,0.0007062,0.0156584,0.0163646,-29647.83716,6.02E-09,22,,
HS118,QOCO_SOLVED,5.85E-05,0.0015756,0.0016341,664.8204505,1.81E-13,26,,
HS21,QOCO_SOLVED,2.07E-05,0.0002548,0.0002755,0.040000048,6.83E-12,8,,
HS268,QOCO_SOLVED,3.11E-05,0.0001046,0.0001357,-14462.13938,1.33E-09,2,,
HS35,QOCO_SOLVED,2.47E-05,0.0001775,0.0002022,-8.888888521,5.16E-13,5,,
HS35MOD,QOCO_SOLVED,2.85E-05,0.0002313,0.0002598,-8.749999995,1.70E-10,6,,
HS51,QOCO_SOLVED,2.50E-05,0.0001074,0.0001324,-6,0,1,,
HS52,QOCO_SOLVED,2.11E-05,9.56E-05,0.0001167,-0.673352436,0,1,,
HS53,QOCO_SOLVED,3.63E-05,0.0001534,0.0001897,-1.906976744,3.01E-10,2,,
HS76,QOCO_SOLVED,2.90E-05,0.0003116,0.0003406,-4.681816046,5.47E-12,5,,
HUES-MOD,QOCO_SOLVED,0.0051205,0.170082,0.1752025,337076103.2,7.88E-09,31,,
HUESTIS,QOCO_SOLVED,0.0031598,0.1302205,0.1333803,3.48466E+11,7.37E-10,28,,
KSIP,QOCO_MAX_ITER,0.0007293,0.3675837,Inf,0.608004971,1.29E-06,200,,
LISWET1,QOCO_SOLVED,0.0074945,0.0767103,0.0842048,-2500.401341,8.79E-11,14,,
LISWET10,QOCO_SOLVED,0.0051134,0.0603788,0.0654922,-2500.94644,4.78E-09,13,,
LISWET11,QOCO_SOLVED,0.0040716,0.0576521,0.0617237,-2500.748459,4.78E-09,13,,
LISWET12,QOCO_SOLVED,0.0051032,0.0625943,0.0676975,-2500.74635,6.82E-09,13,,
LISWET2,QOCO_SOLVED,0.0036437,0.0426191,0.0462628,-1666.990794,8.07E-11,11,,
LISWET3,QOCO_SOLVED,0.0042812,0.0599493,0.0642305,-1000.257513,8.35E-11,11,,
LISWET4,QOCO_SOLVED,0.0050715,0.0495239,0.0545954,-714.5146286,8.44E-11,11,,
LISWET5,QOCO_SOLVED,0.0037505,0.0589005,0.062651,-15976.16247,2.13E-10,14,,
LISWET6,QOCO_SOLVED,0.0043461,0.0564807,0.0608268,-2162.223166,4.84E-09,13,,
LISWET7,QOCO_SOLVED,0.0037895,0.0668913,0.0706808,-2500.256738,1.64E-10,16,,
LISWET8,QOCO_SOLVED,0.0057206,0.0779629,0.0836835,-2500.256647,3.42E-10,16,,
LISWET9,QOCO_SOLVED,0.0040181,0.0819223,0.0859404,-2500.256679,3.12E-09,17,,
LOTSCHD,QOCO_SOLVED,5.63E-05,0.0003625,0.0004188,2398.414852,2.87E-10,9,,
MOSARQP1,QOCO_SOLVED,0.0013482,0.0435716,0.0449198,-952.8754218,1.16E-09,21,,
MOSARQP2,QOCO_SOLVED,0.0009707,0.0341293,0.0351,-1597.481953,8.40E-09,26,,
POWELL20,QOCO_MAX_ITER,0.0053141,1.1573732,Inf,45276512094,58064.59874,200,,
PRIMAL1,QOCO_SOLVED,0.0021596,0.0230628,0.0252224,-0.035012907,5.95E-10,26,,
PRIMAL2,QOCO_SOLVED,0.0028476,0.0223083,0.0251559,-0.033733584,1.13E-10,18,,
PRIMAL3,QOCO_SOLVED,0.0120805,0.0388629,0.0509434,-0.135755712,3.33E-09,19,,
PRIMAL4,QOCO_SOLVED,0.0116522,0.0322354,0.0438876,-0.746090815,7.47E-10,18,,
PRIMALC1,QOCO_SOLVED,0.0001294,0.0068642,0.0069936,-6155.250818,8.25E-18,19,,
PRIMALC2,QOCO_SOLVED,0.000153,0.0027132,0.0028662,-3551.307291,5.89E-13,13,,
PRIMALC5,QOCO_SOLVED,0.0001949,0.0025979,0.0027928,-427.23228,2.82E-14,7,,
PRIMALC8,QOCO_SOLVED,0.0001995,0.0049552,0.0051547,-18309.4295,3.24E-13,12,,
Q25FV47,QOCO_SOLVED,0.0786654,1.0088443,1.0875097,13744402.79,8.88E-09,64,,
QADLITTL,QOCO_SOLVED,0.0002381,0.0023498,0.0025879,480319.9974,7.96E-09,23,,
QAFIRO,QOCO_SOLVED,9.57E-05,0.0005676,0.0006633,-1.590767866,1.66E-14,12,,
QBANDM,QOCO_SOLVED,0.0014751,0.0195326,0.0210077,16352.34258,2.84E-09,36,,
QBEACONF,QOCO_MAX_ITER,0.0011616,0.1403535,Inf,NaN,NaN,200,,
QBORE3D,QOCO_SOLVED,0.0009096,0.0123758,0.0132854,3100.201078,3.67E-09,30,,
QBRANDY,QOCO_SOLVED,0.000725,0.0121863,0.0129113,28375.12122,2.08E-09,26,,
QCAPRI,QOCO_MAX_ITER,0.0008378,0.1760748,Inf,58560999.49,1.85E-07,200,,
QE226,QOCO_SOLVED,0.0009016,0.0248931,0.0257947,205.5404427,1.01E-09,27,,
QETAMACR,QOCO_SOLVED,0.0030288,0.2226205,0.2256493,86760.3727,1.03E-10,31,,
QFFFFF80,QOCO_SOLVED,0.0026795,0.1239964,0.1266759,873342.3563,4.91E-09,43,,
QFORPLAN,QOCO_SOLVED,0.0021472,0.0689145,0.0710617,7456575206,9.32E-10,77,,
QGFRDXPN,QOCO_SOLVED,0.0024114,0.0227798,0.0251912,1.00791E+11,1.32E-09,30,,
QGROW15,QOCO_MAX_ITER,0.0022946,0.4074605,Inf,NaN,NaN,200,,
QGROW22,QOCO_MAX_ITER,0.0018384,0.5730919,Inf,NaN,NaN,200,,
QGROW7,QOCO_MAX_ITER,0.0010549,0.1962262,Inf,NaN,NaN,200,,
QISRAEL,QOCO_MAX_ITER,0.0009207,0.1428842,Inf,NaN,NaN,200,,
QPCBLEND,QOCO_SOLVED,0.0002127,0.0027784,0.0029911,-0.007837818,5.41E-09,20,,
QPCBOEI1,QOCO_SOLVED,0.0017161,0.0398602,0.0415763,11503914.03,3.24E-12,34,,
QPCBOEI2,QOCO_SOLVED,0.0004823,0.0196782,0.0201605,8171962.233,4.78E-15,32,,
QPCSTAIR,QOCO_SOLVED,0.0010226,0.12162,0.1226426,6203892.801,3.58E-09,124,,
QPILOTNO,QOCO_MAX_ITER,0.0072946,1.5272022,Inf,NaN,NaN,200,,
QRECIPE,QOCO_MAX_ITER,0.0003836,0.0687932,Inf,NaN,NaN,200,,
QSC205,QOCO_SOLVED,0.0005568,0.0025535,0.0031103,-0.005813579,1.62E-10,12,,
QSCAGR25,QOCO_SOLVED,0.0007031,0.0107095,0.0114126,201737941.5,1.05E-10,33,,
QSCAGR7,QOCO_SOLVED,0.0003371,0.0032894,0.0036265,26865951.85,6.09E-09,30,,
QSCFXM1,QOCO_SOLVED,0.000921,0.0455326,0.0464536,16882650.76,1.20E-09,57,,
QSCFXM2,QOCO_SOLVED,0.0019228,0.0920267,0.0939495,27775366.42,9.33E-10,67,,
QSCFXM3,QOCO_SOLVED,0.004076,0.129968,0.134044,30815541.03,1.33E-09,65,,
QSCORPIO,QOCO_MAX_ITER,0.0010774,0.1272175,Inf,NaN,NaN,200,,
QSCRS8,QOCO_SOLVED,0.0023732,0.043313,0.0456862,904.5748302,3.08E-10,37,,
QSCSD1,QOCO_SOLVED,0.0016141,0.0102537,0.0118678,8.666709958,1.16E-10,19,,
QSCSD6,QOCO_SOLVED,0.0020853,0.0233966,0.0254819,50.8082702,1.95E-09,26,,
QSCSD8,QOCO_SOLVED,0.0044657,0.0425609,0.0470266,940.7643784,2.31E-09,21,,
QSCTAP1,QOCO_SOLVED,0.0013045,0.0087552,0.0100597,1415.861905,1.38E-09,21,,
QSCTAP2,QOCO_SOLVED,0.004086,0.0653289,0.0694149,1735.028433,1.06E-09,33,,
QSCTAP3,QOCO_SOLVED,0.005272,0.1128313,0.1181033,1438.755497,1.75E-11,38,,
QSEBA,QOCO_SOLVED,0.0029061,0.0858316,0.0887377,31693913.36,1.16E-09,42,,
QSHARE1B,QOCO_SOLVED,0.0006379,0.0084842,0.0091221,720078.3462,3.42E-10,35,,
QSHARE2B,QOCO_MAX_ITER,0.0002351,0.0675209,Inf,11633.32369,2.27E-08,200,,
QSHELL,QOCO_MAX_ITER,0.0923415,3.0354158,Inf,1.56855E+12,1.59E-08,200,,
QSHIP04L,QOCO_SOLVED,0.0039067,0.0308948,0.0348015,2420015.842,4.55E-11,26,,
QSHIP04S,QOCO_SOLVED,0.0037459,0.0335689,0.0373148,2424994.328,1.08E-11,23,,
QSHIP08L,QOCO_SOLVED,0.0323633,0.8521956,0.8845589,2376040.659,8.78E-10,30,,
QSHIP08S,QOCO_SOLVED,0.0084537,0.0822914,0.0907451,2385729.034,1.34E-10,26,,
QSHIP12L,QOCO_SOLVED,0.0243468,0.9507147,0.9750615,3018876.622,1.36E-09,31,,
QSHIP12S,QOCO_SOLVED,0.0050354,0.1039429,0.1089783,3056962.384,4.90E-09,28,,
QSIERRA,QOCO_MAX_ITER,0.0049891,0.8245872,Inf,NaN,NaN,200,,
QSTAIR,QOCO_SOLVED,0.0012272,0.1499043,0.1511315,7985443.201,1.69E-12,128,,
QSTANDAT,QOCO_SOLVED,0.001589,0.0225943,0.0241833,6412.964977,3.92E-09,33,,
S268,QOCO_SOLVED,3.45E-05,0.0001018,0.0001363,-14462.13938,1.33E-09,2,,
STCQP1,QOCO_SOLVED,0.0070203,0.2103455,0.2173658,155143.5548,3.42E-09,14,,
STCQP2,QOCO_SOLVED,0.0076129,0.4743181,0.481931,22327.31328,6.56E-10,17,,
TAME,QOCO_SOLVED,2.66E-05,0.0001497,0.0001763,2.22E-17,9.36E-22,3,,
UBH1,QOCO_SOLVED,0.1563549,0.1884398,0.3447947,1.116000816,1.11E-10,23,,
YAO,QOCO_MAX_ITER,0.0007579,0.3186163,Inf,-257.5313838,5.36E-05,200,,
ZECEVIC2,QOCO_SOLVED,4.87E-05,0.0002417,0.0002904,-4.124999959,1.37E-15,4,,
